,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
194901,4.13,7.71,5.08,4.81,4.01,0.67,5.54,4.85,2.2,1.07,0.7,1.89,0.5,-4.4,1.19,1.19,3.97,-3.9,-3.87,4.48,4.51,3.07,1.46,0.27,1.79,3.76,3.21,3.01,0.5,5.09
194902,-4.75,-1.79,-0.43,-1.6,-4.63,-6.7,-4.8,-2.45,-4.86,-1.99,-2.85,-5.53,-4.39,-9.97,-5.58,-2.65,-0.4,-8.8,-4.62,0.61,-6.76,-6.03,-1.42,-4.54,-6.41,-6.5,-2.49,-3.59,-2.29,-2.38
194903,6.69,9.5,5.19,6.19,7.59,9.69,4.54,6.21,4.2,0.21,5.9,4.1,7.41,4.93,6.98,8.99,4.56,2.32,7.52,5.34,6.64,4.02,4.75,4.4,6.77,9.04,4.99,5.47,8.57,3.95
194904,-2.34,-0.4,-1.33,0.35,-0.21,-4.87,-2.62,0.26,-4.35,-4.65,-4.44,-7.14,-3.51,-6.02,-6.31,-5.5,-0.59,-4.9,-0.79,0.84,-7.73,6.74,-3.98,-5.23,-2.44,-1.08,-1.22,0.95,0.17,-3.6
194905,-1.56,-0.33,-1.44,-4.46,-2.19,-2.85,-3.5,-2.68,-2.86,-3.83,-3.16,-8.01,-4.19,-6.75,-8.1,-7.54,-6.6,-1.25,-7.02,-0.54,-4.46,-5,-5.72,-6.05,-6.79,-8.76,1.08,-6.36,-2.61,-2.44
194906,-0.91,3.72,-0.78,-1.38,0.21,-2.82,2.28,1.04,0.26,2.06,-1.21,-3.85,-0.51,-4.78,-0.98,0.02,-1.94,-2.08,-0.03,-0.74,3.46,2.33,-1.4,-1.69,-2.75,5.36,2.64,-1.3,-0.73,-2.37
194907,6.5,6.26,4.99,3.71,3.2,9.43,4.66,5.39,8.03,6.13,7.44,7.63,6.28,6.95,9.03,3.95,3.83,4.1,6.62,5.07,3.87,11.61,9.14,5.95,6.07,2.7,3.62,5.02,5.68,7.44
194908,2.92,3.19,4.09,2.06,6.32,4.23,0.78,0.81,2.54,1.75,3.94,0.19,3.14,3.01,-0.18,1.77,4.41,2.66,7.16,4.2,1.35,6.9,-1.03,5.17,0.44,3.99,1.7,2.98,3.47,0.21
194909,2.18,3.88,3.02,2.87,0.94,6.46,4.95,3.5,4.09,3.29,3.32,4.5,3.3,5.93,5.63,4.19,4.45,3.7,4.5,4.63,15.09,13.73,3.27,6.07,4.5,6.39,4.11,0.97,5.02,4.67
194910,2.91,4.58,-0.45,4.51,1.6,4.95,5.7,3.45,2.43,4.31,4.79,4.37,3.76,4.97,8.01,4.23,7.17,0.16,4.62,1,6.21,0.29,3.32,6.78,4.44,2.91,1.07,4.5,3.84,3.87
194911,1.18,0.09,1.97,0.16,-1.52,1.39,3.32,2.58,2.1,-0.98,2.42,1.64,-0.31,0.54,2.18,-0.47,-5.7,2.6,-2.17,3.04,-1.73,-1.79,1.97,1.92,0.34,0.03,0.67,-0.35,2.21,1.86
194912,6.02,7.75,3.21,13.06,6.98,7.03,6.79,8.13,8.17,8.69,8.09,7.32,6.89,9.77,10.2,6.98,4.31,-5.41,3.31,4.16,13.93,4.59,8.6,8.14,9.94,8.13,5.89,3.65,5.09,2.41
195001,5.91,4.53,1.73,1.06,2.75,4.08,3.84,2.16,0.74,3.99,2.77,3.37,2.36,12.39,3.91,6.6,4.34,8.97,-0.04,3.82,1.51,1.41,4.85,4.34,6.96,1.43,3.54,1.84,1.85,7.95
195002,0.75,-3.08,1.85,-2.16,-1.14,2.79,-2.04,3.93,1.55,-4.15,2.3,2.78,0.92,3.62,3.12,5.84,-1.53,-0.01,-1.05,2.92,0.88,-0.6,5.57,1,2.51,1.17,1,2.31,2.19,9.04
195003,0.42,-0.38,-1.4,-1.77,-2.22,-1.24,2.42,-2.92,-0.4,-3.32,0.37,-2.2,-0.55,4.98,1.59,-3.36,-4.15,-4.08,5.3,0.83,6.48,-2.68,-0.07,0.11,-0.13,-0.79,-1.67,-1.83,-0.45,-1.5
195004,-0.1,1.71,-3.61,2.68,0.69,4.64,4.36,5.63,7.34,6.99,4.3,8.69,3.31,9.92,10.37,11.25,12.04,-0.93,5.35,0.22,19.07,0.56,6.68,8.46,2.4,4.43,2.81,4.91,1.43,2.03
195005,3.51,-1.49,2.28,-3.08,0.35,4.19,5.29,1.45,4.69,3.84,3.91,6.51,4.07,-0.71,4.06,0.08,1.66,10.14,9.02,1.22,-2.72,6.1,1.1,5.42,1.85,2.15,1.7,7.15,2.99,4.99
195006,-6.76,-5.52,-5.2,-9.44,-5.94,-10.27,-6.39,-6.37,-8.65,-7.76,-9.28,-7.72,-6.95,-9.91,-9.14,-5.2,-8.62,-8.29,-6.67,-7.43,-9.47,-6.07,-8.72,-7.96,-7.86,-9.25,-4.07,-6.42,-6.91,-8.95
195007,5.69,4.79,-0.57,3,-4.32,-2.18,9.15,-3.18,0.9,12.76,-0.05,13.06,4.62,-0.27,6.11,21.04,5.82,20.84,8,-4.72,-2.26,-0.6,-1.29,3.06,15.39,9.57,1.29,-3.29,-1.73,-4.6
195008,4.92,3.25,2.97,4.45,8.27,7.94,2.37,4.05,7.56,3.48,5.79,5.78,5.97,7.02,7.33,-2.24,8.08,10.68,4.4,3.91,7.9,12.28,6.46,10.79,1.55,4.62,3.75,6.89,4.33,4.98
195009,1.91,6.77,5.97,10.95,13.43,6.08,5.31,5.85,6.69,6.19,8.82,4.18,6.16,6.98,5.47,0.3,5.74,-0.02,3.06,4.08,4.54,4.55,8.14,7.3,4.82,6.66,6.86,7.79,6.61,6.71
195010,0.08,-2.02,-2.07,-5.68,-0.3,-2.09,1,0.55,0.82,-0.13,-1.71,2.9,-1.47,-4.93,-2.43,2.7,1.42,0.48,-0.08,-0.91,-2.02,-4.63,-0.73,-0.83,0.43,-1.22,-1.16,-1,0.8,0.38
195011,2.21,-0.95,-0.72,-1.67,-2.4,0.18,1.67,3.28,8.8,0.23,4.03,7.7,3.03,0.94,0.67,6.36,9.23,3.35,6.04,-0.81,-1.29,-1.92,3.13,5.79,6.32,3.83,0.66,-0.2,3.92,2.07
195012,6.1,4.99,0.66,3.54,4.5,4.36,9.83,6.3,6.92,10.77,6.74,9.2,11.56,5.51,11.66,12.81,13.32,15.61,8.95,3.81,2.26,0.28,4.79,7.24,19.92,6.09,4.49,6.73,5.66,3.66
195101,5.66,14.96,7.02,6.2,6.6,8.86,3.56,4.05,6.83,7.45,9.07,11.35,8.17,10.69,9.15,4.16,7.49,4.54,6.75,6,4.31,5.84,8.17,8.22,7.94,6.68,8.22,5.26,3.74,9.35
195102,2.03,0.8,-0.58,2.82,0.7,0.92,0.37,2.16,2.62,1.86,1.34,-1.12,0.45,2.29,2.08,0.47,0.53,0.87,-0.17,2.65,4.47,0.94,3.95,2.47,-1.27,2.27,0.99,7.72,2.34,1.2
195103,-2.89,-4.79,-2.29,-5.65,-3.72,-2.57,-3.86,-0.04,-3.11,-7.06,-0.41,-5.25,-3.48,-3.98,-4.05,-7.7,-5.95,-6.55,-2.45,-0.85,-1.93,-1.45,-2.36,-3.12,-4.25,-4.04,-3.5,-6.37,-0.43,-1.01
195104,2.42,4.77,-0.31,1.09,3.22,1.21,1.29,8.9,6.91,1.78,3.53,7.2,6.71,3.34,5.57,6.94,2.64,-2.18,11.5,0.9,2.81,-1.58,7.34,8.8,3.22,2.78,-0.17,-2.89,3.35,4.23
195105,-0.9,-0.97,-2.37,-3.84,-5,-2.04,-0.37,-0.23,-0.35,-1.93,-3.76,-2.69,-2.92,-2.5,-4,-4.52,-1.83,-1.73,-4.17,0.74,-5.98,-0.17,-3.08,-3.19,-5.09,-0.93,-1.81,-6.13,-2.02,-1.79
195106,-4.27,-2.34,-3.87,-0.7,-2.08,-5.82,-5.02,-1.45,-1.56,-6.05,-5.21,-8.54,-6.08,-4.52,-8.42,-8.94,-6.83,-0.93,-1.33,-0.74,-5.38,-4.09,-2.68,-1.17,-7.92,-4.92,-2.86,-4.96,-0.4,-0.84
195107,2.78,4.08,3.01,5.33,2.65,3.73,0.72,10.8,10.83,2.82,5.91,10.82,7.51,3.91,5.89,9.47,6.68,3.23,10.99,5.08,7.4,0.75,6.63,8.96,8.03,5.63,2.5,2.6,5.75,4.55
195108,3.66,2.8,2.29,5.84,3.83,4.92,3.07,-0.63,3.47,2.46,4.57,9.42,4.6,7.22,6.74,5.29,13.55,8.81,4.58,2.92,6.56,4.78,4.42,4.8,2.1,3.45,4.65,2.46,5.29,4.54
195109,0.43,-0.8,1.61,12.09,-0.19,1.42,-0.4,0.02,1.96,0.37,2.85,2.77,3.09,3.58,3.12,3.34,4.97,3.42,1.98,1.03,0.57,-0.17,1.76,2.77,3.93,4.28,2.3,-0.53,1.46,-0.5
195110,-1.62,-1.9,-1.23,-4.09,-0.16,-1.21,-2.55,-3.58,-5.61,-4.11,-2.32,-1.47,-2.57,-4.27,-2.34,-1.38,-0.4,-0.64,-0.91,0.97,-6.55,-0.22,-2.53,-4.55,-4.8,-5.96,-3.39,-0.46,-1.11,-4.83
195111,-0.48,-1.03,0.38,-1.78,2.41,0.19,-1.42,-1.33,1.17,-1.65,-0.52,0.04,1.37,3.85,0.08,-1.17,-0.64,1.87,-0.78,1.94,4.73,0.87,0.29,0.96,3.1,1.13,1.12,0.38,2.8,1.63
195112,1.13,0.5,0.26,-1.68,-1.81,2.53,0.29,3.19,5.12,-0.03,1.28,0.38,3,1.79,1.82,1.43,-2.26,-1.74,2.59,2.82,0.58,0.45,4.89,2.39,1.08,2.06,-0.73,-3.04,3.88,1.76
195201,0.29,2.15,2.94,1.52,-1.79,0.53,1.18,2.52,0.78,-2.46,0.44,3.6,0.92,1.81,1.01,2.69,4.29,4.72,7.3,3.26,2,3.98,-1.12,0.64,1.53,0.26,-0.31,6.42,2.84,1.46
195202,-0.73,-2.67,-1.33,-1.18,-2.64,-2.66,-2.07,-3.56,-3.59,-2.83,-0.71,-5.24,-1.38,-2.14,-2.14,-3.28,-4.92,0.08,-2.8,-0.15,-1.36,-2.62,-0.4,-3.09,-1.89,-2.74,-2.02,2.89,-0.11,-3.79
195203,1.53,-0.56,0.85,1.78,2.62,1.5,2.19,0.21,1.79,3.38,3.46,2.23,3.39,4.94,4.62,1.81,1.13,-1.96,8.18,1.69,0.09,-0.06,1.06,2.28,6.1,0.34,1.9,3.6,3.22,1.81
195204,-2.64,-5.78,-3.62,-4.97,-4.14,-5.39,-3.6,-4.83,-7.91,-5.23,-5.13,-7.28,-4.44,-2.7,-5.48,-4.31,-7.62,-6.37,-7.89,-1.75,-3.59,-2.45,-3.34,-6.04,-3.29,-4.82,-2.28,-1.38,-3.28,-2.39
195205,0.74,3.38,1.32,-3.97,2.33,-1.05,1.48,1.06,3.35,3.94,1.85,2.34,2.71,1.1,3.04,4.1,1.79,2.79,3.3,3.2,0.44,-0.24,1.17,1.36,4.25,2.19,2.97,1.82,3.32,0.47
195206,1.36,2.4,1.55,2.6,0.69,2.41,2.82,0.95,3.17,2.87,1.84,4.74,2.39,4.94,2.92,6.18,1.58,3.89,4.47,1.59,2.18,5.72,2.61,3.12,6.08,3.2,3.35,-0.8,2.13,-0.11
195207,-0.29,4.61,-0.45,-0.75,1.69,-0.25,0.5,-2.22,-0.68,-0.67,1.65,2.53,2.86,2.4,1.83,0.67,2.35,-2.15,-0.71,1.89,3.11,-2.81,0.36,2.98,-0.4,-0.77,2.03,0.05,2.19,2.23
195208,1.36,0.23,0.88,2.94,-0.69,1.22,-0.85,-0.01,-0.76,0.86,0.21,-1.95,-0.38,0.63,0.6,-0.33,0.6,-1.73,-2.41,2.13,0.64,-0.35,0.44,0.08,-1.18,-0.78,-0.3,2.72,0.03,1.91
195209,-2.16,-7.08,-0.21,-0.04,-0.57,-1.24,-0.26,-2.25,-3.77,-3.68,-1.7,-3.65,-1.33,2.95,-0.18,-1.63,-1.13,-2.19,-4.48,0.6,2.28,-4.18,-0.52,-1.18,-2.39,-0.11,-1.11,-0.18,0.21,-0.06
195210,-0.96,-2.01,2.01,-2.79,-0.01,-0.02,-3.37,-1.48,-2.35,-5.34,-2.45,-1.8,-1.64,0.4,-0.43,0.42,-3.38,-1.38,0.34,-0.2,0,2.46,-2.05,-1.52,0.6,1.39,-1.33,-3.02,-2.47,-2.8
195211,4.12,7.73,6.45,6.02,2.98,3.9,5.56,5.39,6.74,4.43,6.52,7.08,6.57,7.35,7.26,5.54,3.5,3.89,2.09,5.02,5.77,0.76,5.42,6.77,7.06,5.79,3.55,1.63,6.55,6.22
195212,0.64,-1.41,2.13,5.6,2.75,0.71,4.49,-0.26,2.63,4.83,1.17,2.38,1.38,1.39,2.35,2.22,2.47,0.61,5.76,1.87,0.76,-0.87,5.52,2.1,3.18,2.53,0.72,0.74,5.48,-0.06
195301,2.68,3.63,3.57,1.94,2.13,5.07,4.3,-2.37,-0.4,1.34,3.61,2.76,2.91,1.54,4.35,7.16,8.58,4.36,-2.71,1.08,6.22,2.56,1.91,0.75,3.53,3.92,1.27,7.81,0.12,3.43
195302,1.67,-0.2,3.16,2.97,4.36,2.45,7.02,2.07,-1.29,2.27,1.13,0.82,2.21,1.29,1.3,1.32,4.89,-3.25,1.17,1.06,4.57,0.13,-0.26,1.18,-0.89,-1.61,0.85,4.63,0.86,-0.17
195303,-0.37,-1.02,-3.01,5.64,-0.1,-2.04,-1.71,-0.02,-0.15,-2.48,-0.82,-3.77,-1.2,-3.27,-2.65,-4.14,-6.68,-4.75,4.22,0.5,-1.32,3.56,-0.88,-1.42,-2.1,-0.62,0.03,-0.6,0.13,0.08
195304,-0.09,-3.23,1.25,-0.91,-3.26,-2.86,0.2,-2.47,-3.84,-3.04,-1.92,-2.36,-1.8,-2.33,-2.8,-4.04,-2.88,-4.03,-3.53,-3.1,4.63,-0.77,-2.73,-2.89,-2.7,-2.15,-1.17,-4.73,-3.84,-1.88
195305,0.74,-0.12,0.8,1.11,1.22,-1.06,3.87,0.65,-0.62,-1.28,-0.1,1.27,0.2,-0.66,-0.84,2.42,-2.31,-0.85,1.95,-0.34,0.51,3.99,0.56,0.58,3.32,0.34,0.92,-0.21,-0.05,1.38
195306,-3.63,-1.2,-1.23,-3.12,-4.03,-5.25,-3.65,-3.13,-3.01,-2.19,-4.62,-3.27,-4.01,-3.73,-4.74,-4.68,-4.08,-1.78,-1.41,-2.84,1.78,-0.46,-1.74,-2.32,-2.64,-5.93,-2.4,-4.23,-3.25,-1.54
195307,1.82,1.17,4.58,3.51,0.05,2.51,0.67,2.58,2.88,1.5,1.23,2.06,0.54,2.19,0.18,-0.13,-0.94,0.66,2.05,3.29,3.23,-0.4,0.22,2.78,2.31,0.44,2.01,3.6,0.82,1.9
195308,-3.95,-1.25,-3.5,-6.28,-3.99,-5.63,-3.18,-1.86,-4.63,-6.48,-5.31,-8.11,-6.47,-8,-7.1,-4.33,-7.18,-7.45,-7.61,-0.2,-2.46,-2.65,-4.02,-4.52,-9.68,-2.33,-2.28,-7.87,-2.91,-1.52
195309,-1.51,-3.02,0.58,-2,0.55,-2.54,-2.43,-0.38,0.34,-2.01,-0.93,-2.54,-0.89,3.62,-1.76,0.05,-1.82,-4.66,-2.93,1.29,2.11,-2.32,-0.16,1.24,-3.45,-1.54,-0.98,-2.58,-0.74,-1.28
195310,1.12,1.25,-0.87,0.15,2.29,2.54,2.65,2.7,3.89,1.56,4.26,7.59,3.6,3.94,7.43,4.46,3.15,-2.43,5.73,4.6,2.72,2.29,4.03,6.08,3.62,0.23,0.6,2.69,4.08,4.95
195311,1.87,2.86,-1.17,10.13,2.81,3.59,-0.86,6.31,2.99,-2.05,2.78,1.82,2.92,1.77,0.8,4.02,0.89,1.66,2.22,2.94,3.52,3.03,-0.29,4.73,0.98,0.72,0.97,-0.8,3.48,2.18
195312,-0.82,-0.91,-0.54,2.49,3.48,-2.32,-2.99,0.05,-1.12,-4.23,-1.93,-3.97,-1.13,-1.65,-2.43,-0.61,-3.78,-5.02,-0.81,0.86,-2.33,-0.41,1.07,0.48,-4.09,-6.01,-1.66,-1.11,0.38,2.17
195401,7.2,6.04,2.98,2.96,4.55,8.08,6.26,5.92,6.66,7.21,8.49,8.09,8.12,7.14,6.72,9.49,10.26,10.02,10.14,3.41,3.75,6.97,7.57,7.86,8.54,8.95,5.94,9.71,6.22,6.07
195402,-0.02,-0.9,-1.29,1.65,2.29,0.82,3.99,1.34,0.36,1.26,2.31,0,2.93,1.98,-0.23,3.92,1.34,-3.87,3.28,2.11,3.37,0.54,1.72,1.29,0.36,0.29,0.25,-0.37,5.04,1.54
195403,2.63,1.57,1.1,4.49,1.71,1.52,-0.08,0.15,2.55,-1.72,3.27,4.94,3.01,2.78,1.54,10.87,10.09,-3,4.15,2.68,1.65,5.71,6.19,5.35,0.56,1.44,1.77,-4.44,3.82,1.16
195404,-0.22,-2.48,1.69,-0.09,3.57,1.58,-3.16,2.18,4.88,-3.52,1.72,3.16,3.52,2.89,-1.21,-0.94,1.49,-2.1,4.55,1.26,2.03,0.36,4.68,6.09,2.53,0.76,0.65,-3.3,3.16,2.84
195405,3.2,5.35,2.01,5.59,0.78,4.45,5.27,2.33,3.32,9.62,3.05,6.18,5.21,2.34,5.12,7.45,7.61,4.63,3.85,2.62,3.61,-0.18,2.83,3.15,6.51,2.99,1.92,9.22,2.64,1.4
195406,2.03,-1.79,-2.65,1.88,1.74,1.88,1.6,-0.31,1.72,2.16,3.34,-0.94,0.65,4.02,1.08,2.19,0.47,5.54,-4.66,1.34,0.83,4.17,3.36,5.66,0.6,3.78,1.63,1.72,1.78,-0.78
195407,5.32,7.42,5.13,7.72,5.46,6.98,11.72,7.08,7.17,11.71,6.82,7.33,6.09,9.15,6.7,13.07,8.12,2.98,2.78,5.9,9.03,6.1,4.94,7.74,7.85,12.44,8.92,5.65,7.1,5.32
195408,-0.76,-1.93,-0.05,4.57,-0.74,1.51,-2.43,-1.74,-0.87,-2.1,-0.12,-2.71,-1.53,-3.68,-2.17,1.67,-2.63,3.52,0.04,-1.37,0.67,0.34,-2.31,-3.67,-1.19,5.01,-0.9,7.64,0.22,-1.17
195409,3.59,3.14,3.31,5.3,1.74,5.21,1.12,5.43,5.13,3.03,3.83,6.03,4.98,5.61,4.81,2.69,8.36,8.32,6.64,1.86,4.61,8.42,7.06,5.85,3.76,2.48,4.14,5.7,3.11,4.46
195410,-1.05,-0.74,-0.66,-2.06,-2.04,-0.63,0.04,0.28,-3.2,0.08,1.56,-0.85,1.5,0.67,-1.19,-0.25,-1.21,-3.93,-1.01,-3.56,1.61,-0.86,-2.07,0.14,2.4,-3.3,-2.09,-2.91,-1,-1.14
195411,6.9,5.73,5.42,7.81,5.57,7.54,4.76,12.04,11.59,7.31,12.09,14.29,8.06,10.51,7.68,9.9,10.93,15.42,8.34,5.01,9.19,3.76,15.72,12.2,10.36,5.56,7.26,4.17,11.46,5.53
195412,6.13,8.13,7.76,7.94,5.58,7.08,7.77,8,5.74,8.26,7.04,13.91,10.64,9.55,9.91,11.91,6.97,12.12,9,3.89,13.85,11.01,4.98,7.3,16.5,8.68,5.38,17.64,9.32,6.73
195501,1.53,-1.32,3.04,1,0.64,2.66,2.25,-2.24,-1.54,2.37,2.48,0.73,0.53,2.48,2.16,8.78,5.22,3.25,-0.69,1.55,3.36,1.61,0.7,-2.73,1.81,-0.47,1.36,3.46,0.38,0.49
195502,1.61,0.31,0.15,5.53,2.75,6.64,3.38,3.8,4.14,4.19,4.53,6.82,4.7,5.79,4.98,6.2,1.06,6.64,3.01,3.94,2.54,8.1,8.12,4.4,5.97,0.88,2.36,2.69,3.1,5.98
195503,1.06,1.09,0.55,-3.74,-3.62,-1.6,1.25,4.59,-0.79,-4.29,0,1.86,0.31,-0.36,-0.3,1.77,9.85,-0.39,1.07,-0.9,2.75,-4.16,1.35,0.11,-0.21,-0.82,-1.76,-0.23,0.22,-2.99
195504,3.1,-1.61,4.45,6.18,1.57,1.88,-0.87,4.12,4.12,1.64,4.02,2.18,1.1,2.49,4.12,-6.13,-1.8,5.55,-0.35,2.61,5.49,-3.64,2.66,3.36,5.14,0.79,2.4,8.36,-0.33,2.31
195505,-0.12,0.13,-0.09,0.39,1.15,0.31,0.08,1.05,1.05,-1.05,1.44,0.65,-0.19,0.62,0.18,-1.37,1.3,1.73,0.39,-0.01,1.3,-4.75,1.53,2.65,2.17,1.25,2.46,-1.59,1.76,0.75
195506,0.79,-0.03,0.7,3.51,2.6,1.72,2.29,1.47,6,5.02,3.48,7.12,5,1.71,3.53,0.75,1.64,6.56,7.19,1.7,-2.27,0.42,6.44,11.68,0.61,2.91,3.28,10.09,4.27,0.1
195507,0.71,0.18,2.72,1,3.98,1.46,7.19,1.02,-0.11,1.74,0.11,1.85,1.03,-2.54,3.08,-2.06,-2.59,1.41,-0.94,3.36,4.31,5.21,-3.19,-3.47,-1.52,2.13,1.73,3.07,-0.29,1.93
195508,-1.22,-0.97,1.05,0,-2.56,0.45,-1.95,-0.25,1.26,-1.72,1.51,3.86,0.72,0.27,0.28,4.16,5.76,6.83,0.65,0.06,-3.97,-0.2,-1.18,-0.18,-0.56,-1.6,0.43,-1.81,-0.67,2.61
195509,-1.27,-1.12,0.54,-4.47,1.46,-2.92,-0.64,-1.15,-0.48,-0.36,-0.15,0.7,0.24,-3.45,3.16,-2.35,-3.38,-4.21,-1.03,-2.21,-2.61,4.19,-1.93,-1.38,-0.29,-0.63,0.01,-0.03,-2.63,-0.38
195510,0.25,-3.16,1.11,-3.06,-0.84,-4.18,-1.15,0.94,-1.26,-0.94,-2.24,-2.23,-2.15,-2.63,-2.09,1.37,-5.71,-0.27,-1.79,-1.17,-4.52,1.51,-4.11,-2.05,-2.45,3.21,-1.65,-6.76,-1.86,-2.4
195511,2.9,-0.47,3.37,2.32,9.08,5.04,-0.04,6.97,7.43,0.66,3.54,8.64,8.36,6.64,6.3,9.32,8.18,5.95,9.9,3.06,3.76,-2.77,6.16,7.51,8.31,1.41,3.34,-3.75,4.22,1.69
195512,1.27,0.63,-0.5,0.01,-1.4,0.02,2.3,7.3,1.42,2.81,2.65,2.71,3.53,3.91,1.89,7.04,-0.01,13.22,3.14,0.23,1.25,8.99,3.12,3.05,1.05,2.74,1.11,7.6,2.3,2.74
195601,-0.46,2.1,1.08,-4.21,-0.73,-2.63,2.16,-4.49,-2.64,-0.28,-3.04,-3.89,-2.82,-3.26,-4.5,-4.73,-1.21,8.9,0.96,-0.26,0.88,0.56,-3.44,-2.99,-3.37,-0.63,-2.17,-1.48,-2.37,-1.39
195602,1.78,-0.88,-0.74,4.86,1.4,3.93,1.55,4.05,2.96,1.34,5.02,5.52,4.84,3.88,4.79,2.43,6.6,14.35,4.2,1.87,-0.61,2.95,6.24,6.24,2.59,3.65,0.65,-0.39,3.26,3.36
195603,2.94,1.85,0.65,0.85,1.81,3.07,2.8,7.09,7.57,0.4,7.24,10.56,5.84,6.18,4.18,1,2.45,0.34,9.97,3.39,5.67,6.38,9.11,10.6,5.32,2.94,2.19,0.24,5.82,5.8
195604,0.78,0.81,0.99,2.4,1.38,-0.07,0.93,1.28,-1.28,-4.37,0.48,2.88,2.56,-0.64,-1.82,0.88,-2.35,-4.23,2.01,-1.43,-1.03,-4.92,3.31,1.3,2.66,1.97,-0.91,2.13,-0.32,-1.2
195605,-3.41,-4.43,-1.08,-3.61,0.65,-3.35,-3.03,-3.51,-4.79,-6.21,-3.54,-8.23,-3.15,-7.27,-5.99,-5.04,-8,2.3,-3.7,-0.52,-3.82,-3.7,-3.37,-3.75,-4.41,-0.88,-2.86,-0.14,-5.58,-1.64
195606,0.34,0.35,1.88,0.22,1.1,0.9,1.94,2.26,1.79,-1.14,4,3.05,4.04,1.75,3.38,3,-0.5,2.41,3.71,2.29,2.59,9.62,4.33,3.02,1.46,0.73,1.4,-0.77,1.19,0.52
195607,3.2,-3.97,0.14,1.78,0.76,2.57,0.03,4.34,3.63,0.76,4.77,8.63,7.81,3.81,3.7,5.02,0.32,4.25,5.56,4.88,3.68,-3.1,3.77,5.76,2.41,0.26,2.39,2.12,2.87,3.45
195608,-0.58,-0.25,0.27,0.35,2.68,0.16,-0.62,-3.27,-1.56,-1.86,-2.88,-1.15,-2.86,-1.73,-0.76,2.06,2.31,-5.72,-3.46,-1.68,-1.43,2.9,-2.43,-5.77,-4.74,-0.7,-1.91,-2.74,-2.12,-1.7
195609,-2.7,-2.97,-1.7,-2.77,-1.99,-3.28,-2.71,-3.02,-6.24,-3.19,-3.7,-3.96,-3.19,-3.13,-3.33,-2.95,-5.33,-1,-5.74,-3.62,-5.05,0.65,-5.07,-6.74,-2.08,-1.13,-3.5,-4.03,-3.38,-1.53
195610,1.94,-1.18,1.66,0.72,-1.09,-1.34,1.13,0.66,-0.96,1.1,-0.58,0.78,2.82,-0.24,1.06,2.33,-0.91,4.74,0.33,1.03,-4.07,1.91,1.18,0.88,0.58,1.33,1.24,-0.94,-0.37,0.21
195611,2.67,-0.28,-0.33,-1.07,-2.03,-2.42,-1.4,-0.92,-0.85,-1.21,-1.75,3.39,1.81,-1.44,-1.3,5.1,-1.18,11.03,8.85,0.21,-1.1,-0.06,1.71,-3.97,-1.23,3.86,-1.4,-1.63,1.93,-1.87
195612,1.42,2.35,0.63,3.09,-3.33,1.15,-1.19,6.22,3.36,-0.44,3.84,5.06,6.05,3.9,1.62,2.76,0.49,0.57,0,1.67,1.55,6.25,5.76,2.13,2.85,1.52,-1.18,1.85,1.68,1.22
195701,3.03,6.58,1.05,4.32,2.92,1.06,1.08,-1.17,-1.26,3.65,-0.54,-6.16,-0.9,0.27,0.29,1.63,1.76,-2.68,-3.12,2.75,3.23,10.19,-0.74,-1.81,-0.55,4.8,1.07,2.03,2,1.05
195702,-0.81,-1.43,-0.51,-2.37,-1.04,-3.4,-0.56,0.14,-3.11,-4.94,-1.79,-3.89,-1.66,-2.89,-2.68,-5.62,-2.58,-8.64,-2.54,0.13,-1.67,-0.75,-2.36,-1.33,-4.76,-1.05,-1.21,-1.88,-0.76,-1.35
195703,0.17,1.8,0.43,1.43,1.31,2.19,1.76,6.87,3.82,1.44,1.35,3,1.84,3.57,3.21,0.07,3.8,0.56,2.03,2.15,1.9,7.28,6.01,1.44,2.59,3.01,1.95,1.12,2.56,2.33
195704,3.01,4.47,0.32,4.48,3.12,-0.75,-1.08,4.6,1.67,0.28,4.52,2.47,2.5,5.02,4.48,1.68,0.4,-0.51,6.48,2.32,4.12,-0.55,4.5,-1.63,2.29,0.45,1.78,4,4.34,-1.33
195705,-0.57,3.63,-0.47,2.71,1.15,-0.76,-0.03,4.5,4.5,2.67,1.59,1.8,0.94,3.47,2.17,-0.3,1.59,2.16,8.1,1.88,0.65,-0.61,6.69,3.54,1.48,-0.94,2.6,1.8,3.99,0.05
195706,0.71,0.51,-1.03,2.05,-0.11,-2.67,-2.34,4.11,1.57,-2.2,0.95,-0.04,-1.97,0.75,0.87,-4.59,-0.96,-4.6,-4,-4.84,-2.49,0.29,3.77,0.64,-0.25,-0.45,0.78,0.78,-2.07,3.44
195707,-0.04,0.61,1,2.1,0.6,2.52,-0.74,2.11,0.42,0.03,2.76,-0.1,-1.06,-0.18,1.34,-0.72,2.13,0.14,-0.35,0.66,-1.16,2,1.37,-1.13,1.43,-0.36,1.48,1.25,0.86,-2.79
